,sentence,학습용 분류
132,"일부 네티즌들은 ""주방, 세탁실이 있는 게 어디냐"" ""그래도 방 도배, 장판 깔끔한 것 보니 군대 기준 A급"" ""여기는 찬장 제자리에 붙어있고 가스레인지도 있네"" ""군 관사 정말 심하다. 저희 집도 사방이 곰팡이 덩어리인데 닦기가 무섭게 더 생긴다""고 했다.",1
133,마지막으로 하나만 더 여쭤보면 저희 지난 번에 출연했을 때는 분당 쪽 출마를 약간 예고하셨었는데 어떻게 변함 없으신가요?,1
134,"조 대표는 ""선진복지국가에서 파업이 없어지고 중소기업 인력난도 해결되고, 여러 문제를 해결했던 사회적 실험이 이미 외국에 있다""며 ""그걸 저희가 도모하겠다는 것""이라고 했다.",1
135,"이에 MBC 앵커 출신인 배현진 국민의힘 의원(서울 송파을 후보)은 페이스북을 통해 ""이분(김준혁), 국민의힘 후보인가요?""라며 ""왜 MBC는 이대생이 성 상납했다는 민주당 후보의 더러운 막말에 저희 국민의힘 로고를 달아 뉴스 했나요""라고 비판했다.",1
136,"그러면서 김 경사는 ""그 때 저희 요청에 따라서 많은 시민분들이 지시한 방향으로 이동해 참사 현장의 앞부분이 아닌 뒷부분에서도 구조할 수 있는 공간이 확보됐다""며 시민 협조에 감사했다.",1
137,"이어 ""저희 식당에서는 의료파업에 동참하고 계신 관계자분을 모시고 싶지 않다. 정중하게 사양한다""며 ""이 또한 제 선택과 책임""이라고 했다.",1
138,"단골 방문객이던 이해성(DBS 세 시의 다이얼), 조용호(TBC 쇼쇼쇼), 김진성(CBS 세븐틴) 등 엘리트 PD들이 저희 노래를 듣게 되면서 방송 스카우트가 이어졌고요.""",1
139,"A 씨 누나는 "" 제 동생이 첫째가 태어난 후 정관수술을 했기 때문에 저희 애가 아니다"" 라며 "" 본인도 저희 애가 아니라고 하더라.",1
140,"영화 ""범죄와의 전쟁’을 거론하며 ""깡패들 싸움에도 명분이 있는데 조국과 이재명의 명분은 도대체 뭐냐. 범죄자들을 치울 수 있게 저희를 선택해달라""고 했다.",1
141,"민주당 ""정권 심판 거대한 흐름… 보수 결집해도 되돌리기 어려워"" 더불어민주당의 총선 상황실장인 김민석 의원은 8일 4·10 총선 결과에 대해 ""저희들이 다수당 또는 국회 1당이 되는 것""이라며, ""보수 표심이 결집되더라도 ""정권 심판’의 거대한 흐름을 되돌리기는 어렵다""고 했다.",1
142,"한 소셜미디어 이용자는 ""저희 할머니는 밤에는 달걀물로, 아침에는 바나나나 망고 껍질로 스킨 케어를 하셨는데, 얼굴에 주름이 하나도 없었다""고 했다.",1
143,"이어 ""그건 저희 쪽에서는 신경 쓰지 않기로 했다. 원래 이준석 대표는 그런 걸 취미생활 내지는 일상생활화 돼 있는 분이라고 본다""고 했다.",1
144,"이들은 ""저희 병원장 일동은 전공의 여러분께 약속드린다""며 ""대한민국의 왜곡된 필수 의료를 여러분과 함께 정상화시키기 위해 노력하겠다""고 했다.",1
145,"이 대표도 ""마음을 내주셔서 감사하다. 저희가 대통령 하는 일에 도움이 돼야 한다""고 했다.",1
146,지난해에는 저희 마일스톤의 3단계인 플랫폼 고도화를 통한 지속 가능한 포장 솔루션에 집중했습니다.,1
147,"임기 초에 윤 대통령 지지율이 이례적으로 낮은 것에 대해서는 "" 이런 현실은 저희가 엄중하게 받아들이고 좀 더 소통하고 협력하고 하는 노력을 해야 될 것"" 이라며 "" 좀 더 국민들이 공감하고 국민적 수준에서 타당하다고",1
148,"김 주무관은 자신의 연봉에 대해 ""저희 연봉은 공개돼 있다""며 ""세후 4200만 원 받고, 세전으로는 5000만 원이 조금 덜 될 것""이라고 밝혔다.",1
149,저희 경콘진은 지금이 게임 산업 성장 동력 확보가 중요한 시기라고 봅니다.,1
150,"실제 에세이는 저희 팀뿐만 아니라 다른 팀에서도 많이 냈고요.""",1
151,저희 집 강아지를 모티브로 쪽쪽이를 물고 있는 강아지 캐릭터에요.,1
152,"황선우는 ""수영이라는 종목이 이번 항저우 아시안게임으로 많은 인기를 얻은 것 같다""며 ""많은 응원 덕분에 힘을 낼 수 있는 것 같다. 저희도 열심히 훈련해서 좋은 모습으로 (성원에) 보답하겠다""고 했다.",1
153,저희가 서비스하는 콜라보살롱은 기존 살롱SW를 새로운 시장 트렌드에 맞춰 전반적인 CX를 개선한 솔루션입니다.,1
154,응급처치는 저희가… 저희가 할 수 있는 내에서는 했단 말이에요.,1
155,"이 위원장은 ""저희는 의석수가 아주 많은 정당은 아니다""면서도 ""젊은 피, 전문적 식견, 앞으로 노력하는 자세로 정부가 올바른 길로 갈 때는 물이 끓기 직전의 1도, 올바르지 않은 길로 갈 때는 신발 속 작은 돌멩이로서 역할을 수행하겠다""고 다짐했다.",1
156,특히 저희 지역구는 연령들이 낮아요.,1
157,저희 같은 서비스가 없기 때문입니다.,1
158,"그는 ""오토바이를 가해자로 보고 차량 수리만 해주면 병원·렌트를 하지 않겠다고 했는데 상대방이 받아들이지 않고 저희 보험으로 치료를 받겠다더라""며 ""제가 과실이 잡힐 만한 게 어떤 게 있는가. 미리 보고 피할 수 있는 사고인가""라고 물었다.",1
159,"한 위원장은 ""저희는 실천하는 정당이고, 약속이 곧 실천인 정당이다""라며 """"이재명은 합니다’라는 슬로건과 비슷하다는 건데 이재명은 안 했다. 우리는 할 것이다. 이것은 명확히 다르다. 우리는 이미 실천을 시작했다""라고 했다.",1
160,특히 저희가 추구하는 초대형 상업용 부동산의 경우 임대 기반 매출액은 충분히 추정할 수 있어요.,1
161,"그래서 저희는 콜라보살롱을 사용하는 뷰티숍 운영자에게 사용한 경험을 알려 달라고 요청했고, 그들의 생생한 경험과 사례를 통해 실제 콜라보살롱이 뷰티숍 생산성 향상에 기여하고 있음을 확인했습니다.",1
162,"피해자 고 이희남씨(사건 당시 65세)의 딸은 ""죄를 인정한다면서 항소를 하고, 또 가해자가 사죄의 글을 제출하는데 저희는 그 글조차도 볼 수도 없다""며 ""과연 누구에게 사과를 하고 있는지 피해자 입장에서 너무 고통스럽다""고 했다.",1
163,"저희는 매일이 결승전이다.""",1
164,"최민희 당선자(경기 남양주갑)는 최근 한 방송에서 ""(김 의장은) 저희가 보기에는 국민의힘 편이었다. 대통령 편을 많이 드셨다""고 말했다.",1
165,"대한뇌혈관외과학회와 대한뇌혈관내치료의학회는 이날 ""의사들의 (의대 증원 반대) 주장이 ""미래의 국민 건강을 위해서’라고 하지만 지금 당장의 문제는 (의료 공백) 현실""이라며 ""조속하고 합리적 해결이 될 때까지 저희는 병원을 지키겠다""고 밝혔다.",1
166,"이제 저희가 할 수 있는 일의 폭이 훨씬 넓어진 만큼, 앞으로 차근차근 사업을 확장해 나갈 발판은 마련되었다고 봅니다.",1
167,"또 ""저희 부부는 오로지 황의조의 성공을 위해 5년간 뒷바라지에 전념했는데, 선수 관리에 대한 이견으로 마찰이 생겼다"" """,1
168,특히 저희 같은 금융 서비스의 경우 이용자가 원하는 금융 거래를 더 빠르고 안전하게 하도록 지원하기 때문에 신뢰도 향상에도 유리합니다.,1
169,저희 엄만 알코올중독으로 죽었어요.,1
170,"한 위원장은 원 전 장관에게 어깨동무한 채 ""저희가 이번 총선에서 반드시 원팀으로 승리할 것""이라며 주먹을 불끈 쥐기도 했다.",1
171,"법정에서 재판부가 ""이 대표의 재판 출석이 가능한가""라고 묻자, 이 대표 측은 ""아직 저희도 통화를 해본 적이 없어 간접적으로 들었지만, 당분간은 출석이 어려울 것 같다""고 했다.",1
172,저희는 창업자 3명이 각자의 영역을 분담하면서 대표를 맡고 있습니다.,1
173,"박재홍 진행자는 ""저희가 충분히 말씀하실 수 있는 기회를 드려왔다""며 ""생방송 중 이렇게 말씀하실 건 아닌 거 같다. 그 얘기는 일단 여기까지 마무리 하겠다""고 했다.",1
174,"그는 ""30분 CPR 후 20분 컴프레션(가슴 압박)으로 자발 호흡도 돌아왔어요""라며 ""충북 지역 대학병원, 경기 남부까지 알아보는 중인데, 다들 ""소아 중환자 받을 데가 없다’고 하니 저희 좀 도와주세요""라고 했다.",1
175,"공동주택 생활을 하면서 층간소음이 있는 것은 저희도 알고, 저희 윗집의 소음도 어느 정도는 이해하고 지내고 있습니다.",1
176,"전날 의사 총궐기 대회에 제약회사 직원들이 실제 동원됐는지에 대해선 ""아직 저희가 확인한 건 없다""면서도 ""제보 등을 통해 구체적인 불법행위 확인되거나 관계 당국의 이와 관련한 고소·고발이 있으면 즉시 수사 착수해 엄정 수사하겠다""고 했다.",1
177,"조 대표는 이에 웃으며 ""저희랑 정세 인식이 똑같다. 나중에 명예 당원으로 모시겠다""고 했다.",1
178,"이어 ""그 자율성을 바탕으로 신뢰받는 결과를 내놓는 게 저희 팀의 목표"" 라며 ""업무 특성상 타 부서에서 우리 팀의 자료에 대해 반박하기 쉽지 않기 때문에 역설적으로 정확한 데이터를 도출해 내고, 신뢰를 받는 게 중요하다""고 전했다.",1
179,윤상현이 저희 엄마한테 누님이라고 합니다.,1
180,"신 감독은 ""다시는 이러한 일이 발생하지 않도록 제작 전에 다각도로 더욱 철저하게 조사하고 체크하겠다""며 ""저희 잘못으로 인해 폐를 끼치게 돼 소녀시대 멤버들과 SM엔터테인먼트, 뮤직비디오를 즐겁게 봐주신 팬들께 다시 한번 진심으로 죄송하다는 말씀을 드린다""고 했다.",1
181,"그러면서 ""태영건설이 어려움을 겪는 것은 우선 저희 욕심이 과다했던 탓이 크다""며 ""더불어 고금리와 경기 침체와 같은 요인으로 기존 부동산 프로젝트파이낸싱(PF) 대출의 롤오버(만기를 연장하는 것)가 안 되었기 때문""이라고 말했다.",1
182,"재판부는 ""이 사건을 진행하면서 다른 사건도 진행했어야만 했다""며 ""그동안 저희 재판부는 487명의 1심 재판, 743명의 2심 재판을 마쳤다""고 했다.",1
183,"한 위원장은 ""저희는 바로 그 마음으로 이런 상황에서 악전고투하고 계신 대한민국 청년을 돕고 응원하는 정책을 만들고 실천하고 싶다""며 ""천원 아침밥 정책 같은 것을 지금보다 훨씬 많은 학교에 확장하고 지원 액수를 늘리기 위한 것을 바로 실천하려 한다""고 강조했다.",1
184,"동아일보 〈중립기어〉 * 일시: 2월 1일(목) 오전 10시~11시 30분(매주 화, 목 방송) * 패널: 김준일 뉴스톱 수석 에디터, 배종찬 인사이트케이 연구소장 * 인터뷰: 국민의힘 오신환 전 의원(광진을 당협위원장) * 진행·연출 : 권기범·신준모 정현지 이창주▷권기범 기자 저희 시청자분들은 혁신위원으로 활동하실 때를 많이 보셨을 것 같아요.",1
185,저희가 3배가량 더 많은 것이죠.,1
186,"2월 말부터 저희 쪽으로 보건복지부 실장에서부터, 박민수, 조규홍 등 수 십 명의 대화 제안이 있었지만 모두 무대응으로 유지했습니다.",1
187,"이 관계자는 ""잘 성장한 건 보기 좋은 일이지만, 저희도 세금으로 운영되는 기관이다 보니 국세청 눈치를 안 볼 수가 없어서 이렇다 저렇다 답변 드리기가 좀 민망하다""고 말했다.",1
188,"트바로티는 ""어떤 질타와 채찍이라도 달게 받겠지만 부디 저희 팬덤의 거듭남을 지켜봐 주시길 간곡히 호소드린다""며 ""다시 한번 머리 숙여 깊이 사과드린다""고 했다.",1
189,"당시 손님이 ""왜 포장이 안 되느냐""고 묻자, A 씨는 ""저희는 포장과 배달을 하지 않고 있다. 손님께서 정말 원하신다면 일회용 봉투에 포장해 드릴 수 있다. 죄송하다""고 답했다고 한다.",1
190,"승무원은 ""오늘 저희 비행기가 인천으로 회항했다""며 ""승무원들과 조종사들이 음식물을 먹고 많이 아파서 다른 방법이 없었다""고 했다.",1
191,그러나 국가는 항상 이 문제에 대해서 온 노력을 기울여서 우리가 이러한 국익을 신장시키는 외교 그리고 강한 우리 국방을 위한 또 자강을 위한 억지력을 저희가 강화해야 된다 하는 것이 그 첫째입니다.,1
192,"이어 ""어떻게 보면 저희 레이블의 수장이지 않나""라며 ""사실 콤플렉스가 있었다. 분명히 인기도 얻고 조회수도 얻고 충주시가 유명해진 건 맞지만, 우리 시청에서 봤을 땐 행정 분야에서 유튜브 홍보는 비주류 분야였다. 근데 그거를 공식적으로 언급해주셔서 인정받은 거니까""라며 소감을 전했다.",1
193,"대통령실 고위 관계자는 이날 기자들과 만나 제2부속실 설치에 대해 ""공약으로 제2부속실을 설치하지 않겠다고 해서 안 했던 건데 국민 대다수께서 설치하는 게 좋겠다고 생각하면 저희들이 검토하겠다""고 했다.",1
194,아무래도 수익이 일정하지 않다는 것이 저희 작가가 겪는 어려움의 근본인 것 같아요.,1
195,"이 실장은 조문 후 기자들과 만나 ""(윤석열 대통령이) ""민주화 운동을 이끌고 재임 중 여러 큰 개혁을 한 김영삼 전 대통령 뒤에는 항상 손명순 여사가 있었다’고 말씀하셨다""며 ""가시는 길 최고 예우로 모시라고 저희에게 지시했다""고 전했다.",1
